Protein_A	Protein_B	Rank_A_in_B_x	Rank_B_in_A_x	Score_A_in_B_x	Score_B_in_A_x	NaRRO_x	ARRO_x	NoRRO_A_x	NoRRO_B_x	NoRRO_x	Rank_LocalCutoff_A_elbow_x	Rank_LocalCutoff_B_elbow_x	Score_LocalCutoff_A_elbow_x	Score_LocalCutoff_B_elbow_x	Rank_LocalCutoff_A_knee_x	Rank_LocalCutoff_B_knee_x	Score_LocalCutoff_A_knee_x	Score_LocalCutoff_B_knee_x	Rank_AB_AboveLocal_A_elbow_x	Rank_BA_AboveLocal_B_elbow_x	Rank_AB_AboveLocal_A_knee_x	Rank_BA_AboveLocal_B_knee_x	Above_Global_Mean_x	Above_Global_Median_x	FD_A_elbow_x	FD_B_elbow_x	FD_A_knee_x	FD_B_knee_x	Rank_A_in_B_y	Rank_B_in_A_y	Score_A_in_B_y	Score_B_in_A_y	NaRRO_y	ARRO_y	NoRRO_A_y	NoRRO_B_y	NoRRO_y	Rank_LocalCutoff_A_elbow_y	Rank_LocalCutoff_B_elbow_y	Score_LocalCutoff_A_elbow_y	Score_LocalCutoff_B_elbow_y	Rank_LocalCutoff_A_knee_y	Rank_LocalCutoff_B_knee_y	Score_LocalCutoff_A_knee_y	Score_LocalCutoff_B_knee_y	Rank_AB_AboveLocal_A_elbow_y	Rank_BA_AboveLocal_B_elbow_y	Rank_AB_AboveLocal_A_knee_y	Rank_BA_AboveLocal_B_knee_y	Above_Global_Mean_y	Above_Global_Median_y	FD_A_elbow_y	FD_B_elbow_y	FD_A_knee_y	FD_B_knee_y	Rank_A_in_B_x	Rank_B_in_A_x	Score_A_in_B_x	Score_B_in_A_x	NaRRO_x	ARRO_x	NoRRO_A_x	NoRRO_B_x	NoRRO_x	Rank_LocalCutoff_A_elbow_x	Rank_LocalCutoff_B_elbow_x	Score_LocalCutoff_A_elbow_x	Score_LocalCutoff_B_elbow_x	Rank_LocalCutoff_A_knee_x	Rank_LocalCutoff_B_knee_x	Score_LocalCutoff_A_knee_x	Score_LocalCutoff_B_knee_x	Rank_AB_AboveLocal_A_elbow_x	Rank_BA_AboveLocal_B_elbow_x	Rank_AB_AboveLocal_A_knee_x	Rank_BA_AboveLocal_B_knee_x	Above_Global_Mean_x	Above_Global_Median_x	FD_A_elbow_x	FD_B_elbow_x	FD_A_knee_x	FD_B_knee_x	Rank_A_in_B_y	Rank_B_in_A_y	Score_A_in_B_y	Score_B_in_A_y	NaRRO_y	ARRO_y	NoRRO_A_y	NoRRO_B_y	NoRRO_y	Rank_LocalCutoff_A_elbow_y	Rank_LocalCutoff_B_elbow_y	Score_LocalCutoff_A_elbow_y	Score_LocalCutoff_B_elbow_y	Rank_LocalCutoff_A_knee_y	Rank_LocalCutoff_B_knee_y	Score_LocalCutoff_A_knee_y	Score_LocalCutoff_B_knee_y	Rank_AB_AboveLocal_A_elbow_y	Rank_BA_AboveLocal_B_elbow_y	Rank_AB_AboveLocal_A_knee_y	Rank_BA_AboveLocal_B_knee_y	Above_Global_Mean_y	Above_Global_Median_y	FD_A_elbow_y	FD_B_elbow_y	FD_A_knee_y	FD_B_knee_y	label
Q47147	P08312	520	226	0.89387465	0.89387465	8.455444037643637e-06	166.5371067161592	8.51823416506718	19.55066079295154	166.5371067161592	353	186	0.8633596	0.9367789	4015	3752	0.23119581	0.5923444999999999	1	0	1	1	1	1	0.0353445424131497	-0.0457997612883894	2.866309904145754	0.5090452430975557	2552	2936	0.000674	0.000674	1.333660346850381e-07	2.6267566140550995	1.7383470426948688	1.5110657133129042	2.6267566140550995	969	279	0.993608	0.979038	2475	1806	0.009962	0.033272	0	0	0	0	0	0	-0.9993216640767788	-0.99931156911172	-0.93234290303152	-0.9797427266169751	2757	2780	0.267121	0.267121	1.3037813047669638e-07	2.531009264930708	1.5975344452501812	1.5843221862639338	2.531009264930708	1495	475	0.763419	0.941871	3393	3289	0.059945	0.1245839999999999	0	0	1	1	0	1	-0.6500990936824994	-0.7163932215770525	3.4561014263074483	1.1441035767032688	2	3	189.418	189.418	0.0833333333333333	1641320.333333333	1479.3333333333333	1109.5	1641320.3333333333	422	416	1.61908	1.19243	4260	4256	0.0	0.0	1	1	1	1	1	1	115.99113076562	157.85041469939537	0.0	0.0	1
Q47147	P0A8R9	503	449	0.8462079	0.8462079	4.409171075837742e-06	86.84234567901234	8.805555555555555	9.862222222222222	86.84234567901234	353	286	0.8633596	0.876863	4015	2504	0.23119581	0.6167895	0	0	1	1	1	1	-0.0198662295525526	-0.0349599652397238	2.660135103659534	0.3719557482739249	3471	2980	0.000536	0.000536	9.66180587654222e-08	1.9029742130265876	1.2782258064516128	1.4887621603488763	1.902974213026588	969	987	0.993608	0.987948	2475	2558	0.009962	0.022366	0	0	0	0	0	0	-0.9994605518474088	-0.9994574613238754	-0.9461955430636418	-0.9760350532057588	687	907	0.8725620000000001	0.8725620000000001	1.60075811904518e-06	31.075254840692548	6.40406976744186	4.852422907488987	31.07525484069255	1495	349	0.763419	0.952129	3393	2944	0.059945	0.07215	1	0	1	1	1	1	0.1429660514082045	-0.0835674577709533	13.556043039452833	11.093721413721411	1	6	186.208	186.208	0.0714285714285714	1406846.0	2219.0	634.0	1406846.0	422	417	1.61908	0.66928	4260	4256	0.0	0.0	1	1	1	1	1	1	114.0085233589446	277.2213722208941	0.0	0.0	1
Q47147	P0AGG0	785	1129	0.7490073	0.7490073	1.1258979035781036e-06	22.17550946880137	5.646310432569974	3.927433628318584	22.17550946880137	353	2171	0.8633596	0.53692687	4015	2743	0.23119581	0.42682216	0	1	1	1	1	1	-0.1324503717801944	0.3949894144802254	2.2397096642884664	0.7548463275664976	1975	1904	0.235583	0.235583	2.656550522277833e-07	5.232300466490272	2.245951417004049	2.329658792650919	5.232300466490273	969	971	0.993608	0.979475	2475	2539	0.009962	0.019872	0	0	1	1	0	1	-0.76290146617177	-0.7594803338523188	22.648163019474	10.855022141706923	338	1020	0.856283	0.856283	2.889179732982009e-06	56.087172330903535	12.997050147492626	4.3153770812928505	56.08717233090354	1495	1875	0.763419	0.1157089999999999	3393	4405	0.059945	0.0	1	1	1	1	1	1	0.121642243643399	6.400314582271043	13.284477437651178	0.0	1	5	187.23	187.23	0.0833333333333333	1641320.333333333	2219.0	739.6666666666666	1641320.3333333333	422	419	1.61908	0.474806	4260	4257	0.0	0.0	1	1	1	1	1	1	114.63974602860884	393.32947351128666	0.0	0.0	1
Q47147	P12996	270	29	0.96348333	0.96348333	0.0001230012300123	2422.613038130381	16.376383763837637	147.93333333333334	2422.613038130381	353	161	0.8633596	0.9720139	4015	3856	0.23119581	0.7716728	1	0	1	1	1	1	0.1159699040816827	-0.0087761810813612	3.1673909661252075	0.2485645859229454	1104	1253	0.951659	0.951659	7.216725482979353e-07	14.2139499303586	4.016289592760181	3.5390749601275915	14.2139499303586	969	936	0.993608	0.97791	2475	2456	0.009962	0.011217	0	0	1	1	1	1	-0.0422188629721177	-0.0268439835976726	94.52890985745834	83.8407773914594	473	463	0.925756	0.925756	4.546777244289248e-06	88.2658409719191	9.295358649789028	9.495689655172413	88.26584097191908	1495	2104	0.763419	0.668547	3393	3767	0.059945	0.042762	1	1	1	1	1	1	0.212644694460054	0.3847283736221984	14.443423137876383	20.64903418923343	3	2	190.236	190.236	0.0833333333333333	1641320.333333333	1109.5	1479.3333333333333	1641320.3333333333	422	416	1.61908	1.22243	4260	4256	0.0	0.0	1	1	1	1	1	1	116.49635595523384	154.62118076290668	0.0	0.0	1
Q47147	P22634	520	22	0.97283685	0.97283685	8.345155637152634e-05	1643.6488358507888	8.51823416506718	192.95652173913044	1643.6488358507888	353	2650	0.8633596	0.83123916	4015	4320	0.23119581	0.16757764	1	1	1	1	1	1	0.126803767514718	0.1703453071195539	3.2078481007073614	4.805290312001052	3018	2728	0.002202	0.002202	1.2137614820319e-07	2.39060568033091	1.4700231864855913	1.626236716746061	2.3906056803309106	969	584	0.993608	0.981669	2475	1987	0.009962	0.0408899999999999	0	0	0	0	0	0	-0.9977838342686453	-0.9977568813928116	-0.7789600481830957	-0.9461482024944974	167	351	0.938185	0.938185	1.691017316017316e-05	328.2744182900433	26.226190476190474	12.517045454545457	328.2744182900433	1495	1760	0.763419	0.599982	3393	3602	0.059945	0.073568	1	1	1	1	1	1	0.2289254000751882	0.5636885773239865	14.650763199599632	11.752623423227492	3	7	184.213	184.213	0.03125	615495.125	1109.5	554.75	615495.125	422	421	1.61908	1.13932	4260	4258	0.0	0.0	1	1	1	1	1	1	112.77634212021644	160.6867956324825	0.0	0.0	1
Q47147	P31802	311	1035	0.76268184	0.76268184	3.093753093753094e-06	60.93407830907831	14.224358974358974	4.283783783783784	60.93407830907832	353	1296	0.8633596	0.36673895	4015	4282	0.23119581	0.092578046	0	1	1	1	1	1	-0.1166116181484516	1.079631410844144	2.2988566704560958	7.238258128714448	2054	2085	0.087444	0.087444	2.3327804643632794e-07	4.594608011234671	2.159610705596107	2.1275167785234896	4.59460801123467	969	878	0.993608	0.983505	2475	2363	0.009962	0.018268	0	0	1	1	0	1	-0.9119934622104492	-0.9110894199826132	7.777755470788999	3.78673089555507	172	514	0.919185	0.919185	1.1223974409338348e-05	217.8891744766822	25.468208092485547	8.555339805825243	217.88917447668217	1495	2238	0.763419	0.081647	3393	4405	0.059945	0.0	1	1	1	1	1	1	0.2040373634923941	10.258037649883033	14.333805988823087	0.0	1	8	176.845	176.845	0.0555555555555555	1094213.5555555555	2219.0	493.1111111111112	1094213.5555555555	422	447	1.61908	1.28624	4260	4272	0.0	0.0	1	1	1	1	1	1	108.22560960545496	136.4898930215201	0.0	0.0	1
Q47274	P33018	3170	1171	0.1639374	0.1639374	2.690767331501459e-07	5.299693360154902	1.3995584988962473	3.786689419795222	5.299693360154903	534	72	0.2242565	0.87496126	4254	1410	0.064305246	0.3142844	0	0	1	0	0	0	-0.2689736975293915	-0.812634675962682	1.5493627689411222	-0.4783788186750599	642	2549	0.328714	0.328714	6.098862562132163e-07	12.012224560119538	6.902021772939347	1.7403921568627452	12.012224560119538	1639	172	0.984388	0.999649	3163	1152	0.012361	0.002945	0	0	1	1	0	1	-0.6660727274204886	-0.6711705808738868	25.592832295121752	110.61765704584042	697	1784	0.736813	0.736813	8.026133089338887e-07	15.581000537750915	6.312320916905444	2.4683473389355743	15.581000537750915	2203	2622	0.658199	0.0925059999999999	3760	4405	0.038274	0.0	1	1	1	1	1	1	0.1194380422941999	6.9650292953970565	18.251005904791764	0.0	0	0	174.166	174.166	1.0	19695844.0	4438.0	4438.0	19695844.0	413	421	0.0335875999999999	0.0652566	4255	4259	0.0	0.0	1	1	1	1	1	1	5184.425573723636	2667.940766144727	0.0	0.0	1
Q47274	P39405	2415	15	0.78340584	0.78340584	2.5869205298013245e-05	509.5158319536424	1.8369205298013245	277.375	509.5158319536423	534	382	0.2242565	0.97753817	4254	3242	0.064305246	0.2508863	1	0	1	1	1	1	2.4933473054292743	-0.1985930943238768	11.182611664373386	2.1225532840972186	3099	4018	2e-06	2e-06	8.026390772861168e-08	1.58086540545313	1.4316129032258065	1.1042547897486936	1.5808654054531297	1639	683	0.984388	0.996193	3163	1981	0.012361	0.005743	0	0	0	0	0	0	-0.9999979682808	-0.9999979923569028	-0.999838200792816	-0.9996517499564688	445	332	0.935184	0.935184	6.733190589692832e-06	130.71032467445025	9.878923766816143	13.23123123123123	130.71032467445022	2203	1720	0.658199	0.688631	3760	3516	0.038274	0.030257	1	1	1	1	1	1	0.4208225779741386	0.3580335477200417	23.4339238125098	29.9080212843309	8	1	173.489	173.489	0.0555555555555555	1094213.5555555555	493.1111111111112	2219.0	1094213.5555555555	413	419	0.0335875999999999	1.26193	4255	4257	0.0	0.0	1	1	1	1	1	1	5164.269325584442	136.4790994746143	0.0	0.0	1
Q47319	P0AFF6	3642	700	0.18673062	0.18673062	3.915820816738411e-07	7.712539593843234	1.2182267362064234	6.33095577746077	7.712539593843234	644	1017	0.19745268	0.46129358	4329	4204	0.04398775	0.12555146	0	0	1	1	0	0	-0.0543019218579356	-0.595202213739892	3.245059590454161	0.4872835409480703	2065	1127	0.0462589999999999	0.0462589999999999	4.291020438988555e-07	8.45152691671301	2.14811229428848	3.934397163120567	8.451526916713009	255	867	0.999399	0.989857	1390	2303	0.005109	0.010816	0	0	1	1	0	1	-0.9537131816221548	-0.9532669870496444	8.054413779604616	3.276904585798816	171	200	0.974074	0.974074	2.892514173319449e-05	561.5190327432605	25.61627906976744	21.92039800995025	561.5190327432605	2491	152	0.620313	0.978381	3945	1290	0.022577	0.030583	1	0	1	1	1	1	0.570294351400019	-0.0044021705245706	42.14452761660097	30.85017820357715	0	0	187.775	187.775	1.0	19695844.0	4438.0	4438.0	19695844.0	440	435	0.149478	0.270175	4268	4264	0.0	0.0	1	1	1	1	1	1	1255.204926477475	694.012491903396	0.0	0.0	1
Q57083	P0A9F1	2379	773	0.41524386	0.41524386	5.428528000347426e-07	10.691944064447483	1.8647058823529408	5.733850129198967	10.691944064447483	97	1964	0.90198153	0.48825815	1218	4210	0.29224473	0.15908328	0	0	1	1	1	1	-0.5396315266012154	-0.1495403404940603	0.4208771531996488	1.610229434545227	920	650	0.994208	0.994208	1.6678591859846455e-06	32.849894341120574	4.818675352877307	6.817204301075269	32.84989434112057	635	1018	0.994768	0.989368	1941	2579	0.004872	0.019565	0	1	1	1	1	1	-0.0005629453299663	0.0048920118702039	203.0656814449918	49.815640173779705	1255	1243	0.755668	0.755668	6.400147459397465e-07	12.424501300509965	3.50796178343949	3.5418006430868165	12.42450130050996	947	2083	0.83488	0.621625	2855	3653	0.06326	0.055549	0	1	1	1	1	1	-0.0948783058643157	0.2156332193846773	10.945431552323743	12.603629228248934	3	1	174.045	174.045	0.125	2461980.5	1109.5	2219.0	2461980.5	430	434	0.475651	1.55368	4263	4264	0.0	0.0	1	1	1	1	1	1	364.90903834954617	111.02113691365015	0.0	0.0	1
Q46941	P00909	1612	1112	0.45213658	0.45213658	5.570195887078761e-07	10.97097092413449	2.751394916305021	3.987421383647799	10.97097092413449	1602	1051	0.32639903	0.54612243	4293	4014	0.08311122	0.17780605	1	0	1	1	1	1	0.3852264818311501	-0.1720966670422235	4.440138888588088	1.542863867680543	2839	2930	0.0001139999999999	0.0001139999999999	1.2013397340714366e-07	2.36613999932725	1.562676056338028	1.514158990105766	2.3661399993272494	748	630	0.992957	0.995055	2065	1959	0.012522	0.0128469999999999	0	0	0	0	0	0	-0.9998851914030518	-0.9998854334685018	-0.9908960229995208	-0.9911263329960304	21	343	0.941581	0.941581	0.0001321353065539	2565.1210359408037	200.27272727272728	12.80813953488372	2565.1210359408037	3160	884	0.519162	0.12147	4385	4405	0.000973	0.0	1	1	1	1	1	1	0.8136554678501122	6.751551823495513	966.7091469681396	0.0	0	1	187.081	187.081	0.5	9847922.0	4438.0	2219.0	9847922.0	437	417	0.4700189999999999	0.343539	4265	4256	0.0	0.0	1	1	1	1	1	1	397.0285903335823	543.5699032715354	0.0	0.0	1
Q46864	P76569	0	514	0.98724127	0.98724127	0.0019417475728155	38244.3572815534	4438.0	8.61747572815534	38244.3572815534	0	839	0.99981326	0.2484820999999999	3599	4437	0.92164457	0.011145958	0	1	1	1	1	1	-0.0125743381319028	2.97308808159622	0.0711735327643713	87.57392697873075	269	223	0.999939	0.999939	1.6534391534391536e-05	325.65879629629626	16.437037037037037	19.8125	325.6587962962963	2453	774	0.86355	0.992312	4030	2136	0.0063479999999999	0.025113	1	1	1	1	1	1	0.157939899253083	0.0076860906650325	156.5203213610586	38.81758451797873	1122	2165	0.69682	0.69682	4.111135503848434e-07	7.980879930998701	3.9234194122885127	2.034164358264081	7.980879930998701	2475	1521	0.641315	0.622845	3951	3317	0.022976	0.0607929999999999	1	1	1	1	1	1	0.0865487319024193	0.1187695172956353	29.32816852367688	10.462174921454777	4	41	155.36	155.36	0.0047619047619047	93789.73333333334	887.6	105.66666666666669	93789.73333333334	434	420	4.773540000000001	0.399599	4268	4258	0.0	0.0	1	1	1	1	1	1	31.546076915664266	387.7897617361405	0.0	0.0	1
Q46864	P41052	4	1291	0.98045254	0.98045254	0.0001547987616099	3048.8922600619194	887.6	3.4349845201238387	3048.8922600619194	0	1202	0.99981326	0.51912963	3599	4143	0.92164457	0.17477824	0	1	1	1	1	1	-0.0193643360961225	0.8886468491501824	0.0638076455004775	4.6096945477881	947	2092	0.937807	0.937807	5.03990597551412e-07	9.926520186839394	4.681434599156118	2.120401337792642	9.926520186839394	2453	748	0.86355	0.980637	4030	2140	0.0063479999999999	0.0197889999999999	1	0	1	1	1	1	0.0859903885125353	-0.043675692432572	146.73267170762446	46.39031785335288	1049	2441	0.6492060000000001	0.6492060000000001	3.9000039000039e-07	7.571013611013612	4.196190476190476	1.804258804258804	7.57101361101361	2475	2396	0.641315	0.090246	3951	4405	0.022976	0.0	1	1	1	1	1	1	0.0123044057912259	6.19373711854265	27.255832172701957	0.0	6	18	172.842	172.842	0.0075187969924812	148089.05263157896	634.0	233.57894736842107	148089.05263157896	434	417	4.773540000000001	0.7372270000000001	4268	4256	0.0	0.0	1	1	1	1	1	1	35.20834852122324	233.4488196986817	0.0	0.0	1
Q46864	P42599	1	131	0.9950132	0.9950132	0.0037878787878787	74605.4696969697	2219.0	33.62121212121212	74605.4696969697	0	1272	0.99981326	0.51076674	3599	4107	0.92164457	0.22749084	0	1	1	1	1	1	-0.0048009565306226	0.9480775118599146	0.0796062087144938	3.3738605035701656	1483	3015	0.663017	0.663017	2.234265409281675e-07	4.400574295580801	2.9905660377358494	1.4714854111405835	4.400574295580802	2453	872	0.86355	0.973817	4030	2452	0.0063479999999999	0.031743	0	0	1	1	1	1	-0.2322193271958775	-0.3191564739576327	103.44502205419028	19.887030211385188	2008	3586	0.142683	0.142683	1.387677947146955e-07	2.6938764408780504	2.193130910900946	1.2283245051575131	2.6938764408780504	2475	591	0.641315	0.794719	3951	2357	0.022976	0.032924	0	0	1	1	0	0	-0.7775149497516821	-0.820461068629289	5.210088788300836	3.333707933422427	5	31	169.035	169.035	0.0052083333333333	102582.52083333331	739.6666666666666	138.6875	102582.52083333331	434	417	4.773540000000001	0.996043	4268	4256	0.0	0.0	1	1	1	1	1	1	34.410827184856515	168.70652873420124	0.0	0.0	1
Q46864	P42641	158	4260	0.4926457	0.4926457	1.4760169387703891e-06	29.071399367379133	27.911949685534587	1.041539544707815	29.071399367379136	0	617	0.99981326	0.22017092	3599	4295	0.92164457	0.05334922	0	1	0	1	1	1	-0.5072622861593175	1.237560255459713	-0.4654710546387746	8.23435619114956	2148	3722	0.088658	0.088658	1.2498864165718941e-07	2.4617567878519044	2.0651465798045603	1.1920494225087297	2.461756787851904	2453	759	0.86355	0.953255	4030	2357	0.0063479999999999	0.038705	0	0	1	1	0	1	-0.8973331017312257	-0.9069944558381544	12.96628859483302	1.2906084485208626	304	109	0.969871	0.969871	2.980625931445604e-05	578.6240238450074	14.445901639344262	40.054545454545455	578.6240238450074	2475	754	0.641315	0.897681	3951	2510	0.022976	0.062859	1	1	1	1	1	1	0.5123161005122288	0.0804183223216264	41.2123520194986	14.429310043112364	0	10	176.38299999999998	176.38299999999998	0.0909090909090909	1790531.2727272727	4438.0	403.45454545454544	1790531.2727272727	434	420	4.773540000000001	0.147263	4268	4259	0.0	0.0	1	1	1	1	1	1	35.95014601323126	1196.7414557628188	0.0	0.0	1
Q46864	P69222	110	4209	0.54888403	0.54888403	2.139907128030644e-06	42.14727696817958	39.98198198198198	1.0541567695961995	42.14727696817958	0	565	0.99981326	0.2423186	3599	4268	0.92164457	0.059218485	0	1	0	1	1	1	-0.4510134522520736	1.2651337123935178	-0.4044515121485499	8.268795545850253	3857	4285	2.8000000000000003e-05	2.8000000000000003e-05	6.047635531745611e-08	1.191132860021186	1.1503369621565578	1.035464302379841	1.191132860021186	2453	755	0.86355	0.98309	4030	2170	0.0063479999999999	0.0376079999999999	0	0	0	0	0	0	-0.9999675757049388	-0.9999715183757336	-0.9955891619407689	-0.9992554775579664	307	808	0.855765	0.855765	4.013292023180774e-06	77.90937986611657	14.305194805194803	5.446229913473424	77.90937986611657	2475	1198	0.641315	0.650183	3951	2861	0.022976	0.0423329999999999	1	1	1	1	1	1	0.334391055877377	0.3161909800779166	36.2460393454039	19.215080433704205	1	49	132.719	132.719	0.01	196958.44	2219.0	88.75999999999999	196958.44	434	421	4.773540000000001	0.0714976	4268	4258	0.0	0.0	1	1	1	1	1	1	26.803056012937983	1855.2720986438703	0.0	0.0	1
Q46864	P69931	2	77	0.9962597	0.9962597	0.0042735042735042	84170.27350427349	1479.3333333333333	56.8974358974359	84170.2735042735	0	1476	0.99981326	0.72688144	3599	3259	0.92164457	0.1667477	0	1	1	1	1	1	-0.0035542237157367	0.3705944947500654	0.0809586823692781	4.974653323554088	1773	3693	0.103389	0.103389	1.5259822900599348e-07	3.005550913178322	2.5016910935738443	1.2014076881429343	3.0055509131783222	2453	736	0.86355	0.989656	4030	2087	0.0063479999999999	0.020019	0	0	1	1	0	1	-0.8802744484974814	-0.8955303661070109	15.286862003780724	4.164543683500676	410	370	0.922709	0.922709	6.558194135662804e-06	127.31314721178376	10.720194647201946	11.87601078167116	127.31314721178376	2475	1730	0.641315	0.732236	3951	3535	0.022976	0.038662	1	1	1	1	1	1	0.4387765762534792	0.2601251509076309	39.15968837047354	22.86604417774559	4	33	167.643	167.643	0.0058823529411764	115857.90588235292	887.6	130.52941176470588	115857.90588235296	434	421	4.773540000000001	0.589446	4268	4257	0.0	0.0	1	1	1	1	1	1	34.119219698588466	283.4077320059853	0.0	0.0	1
Q46864	P76097	14	3370	0.93632746	0.93632746	1.9776525264511023e-05	389.5153564718679	295.8666666666667	1.316523286858499	389.515356471868	0	926	0.99981326	0.428316	3599	4336	0.92164457	0.048420545	0	1	1	1	1	1	-0.0634976575525714	1.1860669692470047	0.0159311848384242	18.337400270897405	435	638	0.999224	0.999224	3.5893239149473803e-06	70.69476389427288	10.178899082568808	6.945226917057903	70.69476389427288	2453	735	0.86355	0.986481	4030	2113	0.0063479999999999	0.022404	1	1	1	1	1	1	0.1571119217184876	0.0129176334871123	156.40768746061752	43.60024995536512	147	89	0.974527	0.974527	7.507507507507507e-05	1457.42012012012	29.770270270270267	48.95555555555556	1457.42012012012	2475	154	0.641315	0.973301	3951	1806	0.022976	0.072166	1	1	1	1	1	1	0.5195761833108536	0.0012596308849986	41.41499825905293	12.503963085109334	2	9	176.80200000000002	176.80200000000002	0.0333333333333333	656528.1333333333	1479.3333333333333	443.8	656528.1333333333	434	430	4.773540000000001	0.612975	4268	4261	0.0	0.0	1	1	1	1	1	1	36.03792154250305	287.4326440719442	0.0	0.0	1
Q46864	P76344	6	25	0.9986193	0.9986193	0.0054945054945054	108218.92307692306	634.0	170.6923076923077	108218.92307692308	0	133	0.99981326	0.9764134	3599	3538	0.92164457	0.66735107	0	1	1	1	1	1	-0.0011941830017336	0.0227423138600925	0.0835188884148692	0.4963927457252747	2590	3927	0.01983	0.01983	9.82564587900621e-08	1.935243884321492	1.7128521806252412	1.129837067209776	1.935243884321492	2453	1022	0.86355	0.981026	4030	2614	0.0063479999999999	0.017436	0	0	1	1	0	0	-0.9770366510335244	-0.979786468452416	2.123818525519849	0.1373021335168616	1819	1596	0.766142	0.766142	3.440516903259546e-07	6.679019039820544	2.420879120879121	2.758922980588604	6.679019039820544	2475	1443	0.641315	0.8832040000000001	3951	3322	0.022976	0.033229	1	0	1	1	1	1	0.1946422584845201	-0.1325424250795966	32.34531685236769	22.056426615305902	7	30	169.115	169.115	0.0040322580645161	79418.72580645162	554.75	143.16129032258064	79418.7258064516	434	415	4.773540000000001	1.11486	4268	4256	0.0	0.0	1	1	1	1	1	1	34.427586235791466	150.6916922304146	0.0	0.0	1
Q46864	P76396	1	3545	0.92572314	0.92572314	0.0001410039481105	2777.1917653694304	2219.0	1.251551043429216	2777.1917653694304	0	547	0.99981326	0.21526599	3599	4318	0.92164457	0.012973141	0	1	1	1	1	1	-0.0741039581731492	3.3003687670309647	0.0044253176688275	70.35690115446984	831	545	0.9995	0.9995	2.201324316708932e-06	43.35694033530573	5.334134615384616	8.128205128205128	43.35694033530572	2453	1322	0.86355	0.989191	4030	4086	0.0063479999999999	0.0	1	1	1	1	1	1	0.1574315326269469	0.0104216475887873	156.45116572148711	0.0	1517	666	0.8766309999999999	0.8766309999999999	9.876484682559906e-07	19.173057739904756	2.9025032938076416	6.605697151424288	19.17305773990475	2475	2816	0.641315	0.681904	3951	4152	0.022976	0.003517	1	1	1	1	1	1	0.3669273290036877	0.2855636570543654	37.154204387186624	248.2553312482229	2	35	165.03099999999998	165.03099999999998	0.0092592592592592	182368.9259259259	1479.3333333333333	123.2777777777778	182368.92592592596	434	427	4.773540000000001	0.384501	4268	4261	0.0	0.0	1	1	1	1	1	1	33.57203668556249	428.2082465325187	0.0	0.0	1
Q46864	P77378	1	26	0.998602	0.998602	0.0185185185185185	364737.8518518519	2219.0	164.37037037037038	364737.8518518519	0	283	0.99981326	0.9007937	3599	1639	0.92164457	0.058234494	0	1	1	1	1	1	-0.0012114862329391	0.1085801332757988	0.0835001176212647	16.147946713506258	438	734	0.998837	0.998837	3.099189561929556e-06	61.04115413819287	10.109339407744876	6.038095238095238	61.04115413819286	2453	1081	0.86355	0.972357	4030	2725	0.0063479999999999	0.059289	1	1	1	1	1	1	0.1566637716403219	0.0272327961849404	156.34672337744175	15.84691932736258	2754	3775	0.064913	0.064913	9.612722630656127e-08	1.86610207942416	1.599274047186933	1.166843220338983	1.8661020794241596	2475	2587	0.641315	0.101073	3951	4405	0.022976	0.0	0	0	1	1	0	0	-0.8987814100714937	-0.3577612220870064	1.8252524373259051	0.0	3	26	169.424	169.424	0.0092592592592592	182368.92592592596	1109.5	164.37037037037038	182368.92592592596	434	417	4.773540000000001	0.8602420000000001	4268	4256	0.0	0.0	1	1	1	1	1	1	34.49231807002769	195.9492305653525	0.0	0.0	1
Q46925	P0AGF2	357	1286	0.64141506	0.64141506	2.170393231845746e-06	42.74772651308964	12.396648044692736	3.4483294483294484	42.747726513089646	337	1134	0.7997515000000001	0.3075317	4017	4437	0.23163857	0.0176620189999999	0	1	1	1	1	1	-0.1979820481737139	1.0856876217963871	1.7690339307482346	35.31606669656511	4288	4268	0.0	0.0	5.461573705493705e-08	1.0757030369790594	1.0347400326416414	1.0395877254626376	1.0757030369790592	707	754	0.997112	0.986012	1987	2117	0.004665	0.018324	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	2116	1140	0.549082	0.549082	4.139934762908006e-07	8.0367874603032	2.0812470477090224	3.861524978089395	8.0367874603032	2216	1609	0.087621	0.7014729999999999	4405	3358	0.0	0.025011	1	0	1	1	1	1	5.266557103890619	-0.2172442845269881	0.0	20.953620407020907	0	1	170.304	170.304	0.5	9847922.0	4438.0	2219.0	9847922.0	423	420	0.549958	0.0543603	4259	4258	0.0	0.0	1	1	1	1	1	1	308.6672836834813	3131.8745426349737	0.0	0.0	1
